error,units,activation,layers,time,train,test
50,200,linear,1,100.33449482917786,3383.814453125,2095.30615234375
50,100,relu,2,91.50264191627502,500.621717298353,5433.59619140625
50,100,relu,1,88.57725095748901,1052.9621911951012,4033.42236328125
50,100,linear,2,93.85640692710876,3201.0594911317567,1424.1690673828125
50,100,relu,0,76.24738597869873,175816.4991554054,27222.513671875
50,100,linear,0,75.54792499542236,8539.978568412162,2945.3525390625
50,1,linear,2,80.7896580696106,3165.2876108530404,1105.398681640625
50,100,linear,1,88.79418516159058,3189.9357118348817,1619.0675048828125
50,1,linear,1,78.72077894210815,3522.247941300676,1524.8450927734375
50,1,relu,2,81.17785096168518,3158.313126847551,1200.571044921875
50,200,relu,2,126.53897309303284,952.4906665698902,3719.348876953125
50,1,linear,0,78.59201383590698,4349.701805320946,1945.003662109375
50,200,relu,1,103.85357713699341,952.4751207506334,3969.5341796875
50,1,relu,0,80.28074097633362,140380.88344594595,58832.08203125
50,200,relu,0,78.07600808143616,2554.615841427365,7314.16650390625
50,1,relu,1,79.8258171081543,3111.896537162162,1286.636962890625
100,10,linear,0,76.9976110458374,10132.17589342272,19317.599609375
100,10,linear,1,79.14428400993347,10249.187664959882,19277.779296875
100,10,relu,1,80.5412449836731,8632.816069731842,20065.8046875
100,10,linear,2,83.14371609687805,10054.777640677787,19172.177734375
100,10,relu,0,81.57909798622131,7658.0741659628375,20064.1328125
100,200,linear,2,124.01422905921936,10681.832479940878,19693.810546875
100,10,relu,2,82.62433195114136,4620.369564571896,20330.0234375
100,200,linear,0,80.86256980895996,10542.448083826013,19795.08984375
100,200,linear,1,107.82649111747742,10176.62789999472,19722.513671875
100,100,relu,2,102.11279296875,3217.3420278188346,24965.408203125
100,100,relu,1,94.22085380554199,2454.3124769056167,22426.5234375
100,100,linear,2,97.6094901561737,12431.875950168918,19800.7421875
100,100,relu,0,81.13070297241211,7106.326990076013,23020.64453125
100,100,linear,0,83.89655613899231,13135.704048775338,20158.927734375
100,1,linear,2,87.22013998031616,9564.434105125634,19056.033203125
100,100,linear,1,92.55454802513123,10035.190871779983,19517.06640625
100,1,linear,1,84.73830986022949,9549.898872994088,19203.79296875
100,1,relu,2,87.53412890434265,142568.34797297296,74105.34375
100,200,relu,2,129.20719695091248,1770.5676071579392,33996.5859375
100,1,linear,0,81.5084319114685,9608.727354307432,19001.326171875
100,200,relu,1,110.45320391654968,2790.8812701251054,26772.6953125
100,1,relu,0,83.94267082214355,142508.66807432432,74660.25
100,200,relu,0,88.99104499816895,6602.3248917863175,24234.07421875
100,1,relu,1,84.77142000198364,142584.50337837837,74117.3515625
150,10,linear,0,81.95078301429749,22478.373838682433,19944.5234375
150,10,linear,1,86.97883915901184,21985.63698268581,20695.365234375
150,10,relu,1,87.17747592926025,16769.247413429053,25822.83203125
150,10,linear,2,89.05867385864258,22115.424012880067,19883.775390625
150,10,relu,0,84.4347779750824,14734.144174936655,28841.783203125
150,200,linear,2,130.5069661140442,24440.358767947637,22694.65234375
150,10,relu,2,88.45454597473145,13826.558507970862,26090.951171875
150,200,linear,0,89.58931994438171,773816.9155405406,145597.390625
150,200,linear,1,114.46591305732727,22698.70750633446,21694.607421875
150,100,relu,2,104.1634361743927,3154.2805307749154,25898.802734375
150,100,relu,1,99.6122658252716,6035.672534839527,30899.67578125
150,100,linear,2,104.58701395988464,23187.130991342907,18378.42578125
150,100,relu,0,87.56922602653503,25154.180532094593,24068.3359375
150,100,linear,0,87.95959901809692,21945.74899704392,18447.208984375
150,1,linear,2,96.52806091308594,22867.73413745777,21734.1328125
150,100,linear,1,98.16977620124817,22616.59130859375,19228.42578125
150,1,linear,1,93.4953920841217,22662.61227829392,19150.5859375
150,1,relu,2,94.2422730922699,193978.82010135136,51116.734375
150,200,relu,2,138.20272588729858,187185.70861486485,56895.5390625
150,1,linear,0,89.98295783996582,24385.777977195947,18224.310546875
150,200,relu,1,118.50317811965942,3974.254222972973,29672.61328125
150,1,relu,0,93.96961402893066,22200.105099239863,20101.3359375
150,200,relu,0,92.79636287689209,160685.8589527027,50959.94140625
150,1,relu,1,92.05393481254578,193997.22466216216,51128.1640625
200,10,linear,0,91.6477210521698,25947.106366131757,83349.25
200,10,linear,1,113.16046214103699,26516.482369087837,85715.015625
200,10,relu,1,91.93850779533386,18971.63547825169,106472.15625
200,10,linear,2,94.37408590316772,25140.55320945946,85324.9140625
200,10,relu,0,94.14493107795715,20418.031619510137,88909.71875
200,200,linear,2,140.6807451248169,26728.93459670608,88614.078125
200,10,relu,2,95.11548495292664,17114.05276076858,101467.8203125
200,200,linear,0,93.56555485725403,27508856.108108107,2963811.5
200,200,linear,1,121.43669390678406,25744.75950168919,85338.828125
200,100,relu,2,113.3681628704071,12878.137616131757,101780.546875
200,100,relu,1,105.98344492912292,15761.650548986487,135680.78125
200,100,linear,2,113.78704714775085,30037.958614864863,83299.46875
200,100,relu,0,95.08103108406067,19913.072423986487,100748.796875
200,100,linear,0,92.26695394515991,25633.650021114863,85418.8671875
200,1,linear,2,98.76003408432007,24765.530669341217,84017.84375
200,100,linear,1,104.54339480400085,26890.91870777027,90306.1640625
200,1,linear,1,94.6497859954834,24803.61227829392,84137.546875
200,1,relu,2,102.529287815094,184742.47466216216,108042.40625
200,200,relu,2,143.553612947464,12969.69921875,95114.0546875
200,1,linear,0,95.46345901489258,26127.56271114865,82953.4140625
200,200,relu,1,125.92339897155762,14832.512141047297,101575.890625
200,1,relu,0,98.50388598442078,26235.106630067567,82455.21875
200,200,relu,0,100.02522778511047,19986.913033150337,91423.84375
200,1,relu,1,97.40385103225708,25279.483583192567,85703.0546875
